relative_compactness,surface_area,wall_area,roof_area,height,orientation,glazing_area,glazing_dist,heating_load,cooling_load,floor_area_pyeong
0.74,686.0,245.0,220.5,3.5,5.0,0.25,1.0,12.45,15.5,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.25,1.0,12.57,15.42,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.25,1.0,12.65,15.85,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.25,1.0,12.57,15.44,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.25,1.0,12.63,15.81,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.25,1.0,12.78,15.21,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.25,1.0,12.93,15.63,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.25,1.0,12.73,15.48,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.25,1.0,12.72,15.78,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.25,1.0,13.17,16.39,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.25,1.0,13.18,16.27,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.25,1.0,13.17,16.39,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.25,1.0,13.18,16.19,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.25,1.0,17.5,21.13,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.25,1.0,17.35,21.19,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.25,1.0,17.52,21.09,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.25,1.0,17.37,21.08,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.25,1.0,15.09,15.77,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.25,1.0,15.12,15.95,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.25,1.0,15.08,15.77,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.25,1.0,15.16,15.76,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.25,2.0,28.67,29.62,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.25,2.0,28.57,29.69,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.25,2.0,28.18,30.18,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.25,2.0,28.6,30.02,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.25,2.0,32.46,35.56,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.25,2.0,33.27,32.64,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.25,2.0,32.33,32.77,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.25,2.0,31.66,37.72,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.25,2.0,29.34,33.37,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.25,2.0,29.87,27.89,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.25,2.0,29.27,29.9,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.25,2.0,28.4,34.52,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.25,2.0,25.74,28.27,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.25,2.0,25.98,26.96,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.25,2.0,25.38,26.72,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.25,2.0,24.94,29.88,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.25,2.0,38.57,43.86,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.25,2.0,40.19,37.41,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.25,2.0,39.97,36.77,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.25,2.0,38.98,45.97,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.25,2.0,36.95,36.87,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.25,2.0,36.28,37.35,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.25,2.0,36.86,37.28,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.25,2.0,36.45,36.81,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.25,2.0,12.35,14.73,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.25,2.0,12.45,15.1,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.25,2.0,12.16,15.18,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.25,2.0,12.3,15.44,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.25,2.0,12.33,14.91,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.25,2.0,12.29,15.4,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.25,2.0,12.2,14.94,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.25,2.0,12.49,15.32,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.25,2.0,12.85,15.52,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.25,2.0,12.87,15.85,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.25,2.0,12.73,15.66,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.25,2.0,12.95,15.99,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.25,2.0,13.05,15.89,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.25,2.0,12.93,15.85,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.25,2.0,12.77,16.22,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.25,2.0,13.0,15.87,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.25,2.0,17.14,20.47,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.25,2.0,16.84,20.56,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.25,2.0,17.02,20.48,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.25,2.0,17.11,20.43,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.25,2.0,14.34,15.32,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.25,2.0,14.66,15.64,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.25,2.0,14.6,15.14,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.25,2.0,14.6,15.3,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.25,3.0,28.67,29.43,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.25,3.0,28.56,29.78,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.25,3.0,28.17,30.1,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.25,3.0,28.63,30.19,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.25,3.0,31.63,36.35,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.25,3.0,32.4,35.1,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.25,3.0,32.68,32.83,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.25,3.0,32.29,32.46,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.25,3.0,28.4,33.52,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.25,3.0,29.4,32.93,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.25,3.0,29.43,28.38,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.25,3.0,29.07,29.82,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.25,3.0,24.7,28.77,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.25,3.0,25.48,27.76,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.25,3.0,25.37,26.95,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.25,3.0,25.17,26.41,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.25,3.0,39.04,45.13,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.25,3.0,38.35,43.66,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.25,3.0,39.81,37.76,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.25,3.0,39.83,36.87,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.25,3.0,35.99,36.07,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.25,3.0,36.59,36.44,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.25,3.0,35.64,37.28,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.25,3.0,36.52,37.29,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.25,3.0,11.8,14.49,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.25,3.0,12.03,13.79,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.25,3.0,11.98,14.72,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.25,3.0,11.69,14.76,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.25,3.0,12.41,14.92,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.25,3.0,12.28,14.74,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.25,3.0,12.1,15.57,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.25,3.0,12.19,14.94,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.25,3.0,12.34,14.92,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.25,3.0,12.46,14.38,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.25,3.0,12.31,15.44,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.25,3.0,12.12,15.17,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.25,3.0,12.97,15.53,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.25,3.0,13.01,15.8,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.25,3.0,12.74,16.14,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.25,3.0,12.84,16.26,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.25,3.0,16.83,19.87,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.25,3.0,16.93,20.03,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.25,3.0,16.66,20.46,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.25,3.0,16.86,20.28,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.25,3.0,13.91,14.89,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.25,3.0,14.34,14.96,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.25,3.0,13.95,14.89,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.25,3.0,13.99,14.35,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.25,4.0,28.7,29.61,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.25,4.0,28.55,29.59,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.25,4.0,28.15,30.19,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.25,4.0,28.62,30.12,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.25,4.0,32.67,32.12,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.25,4.0,31.69,37.12,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.25,4.0,32.07,36.16,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.25,4.0,33.28,33.16,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.25,4.0,29.47,29.45,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.25,4.0,28.42,34.19,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.25,4.0,29.08,33.93,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.25,4.0,29.88,28.31,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.25,4.0,25.66,26.3,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.25,4.0,24.96,29.43,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.25,4.0,25.43,28.76,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.25,4.0,26.0,27.34,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.25,4.0,40.0,36.26,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.25,4.0,38.84,45.48,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.25,4.0,38.33,44.16,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.25,4.0,40.12,37.26,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.25,4.0,36.95,37.2,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.25,4.0,36.45,36.76,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.25,4.0,36.81,37.05,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.25,4.0,36.26,37.51,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.25,4.0,12.32,14.92,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.25,4.0,12.3,15.24,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.25,4.0,12.18,15.03,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.25,4.0,12.43,15.35,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.25,4.0,12.36,14.67,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.25,4.0,12.49,15.09,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.25,4.0,12.17,15.2,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.25,4.0,12.28,15.64,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.25,4.0,12.91,15.37,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.25,4.0,12.95,15.73,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.25,4.0,12.67,15.83,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.25,4.0,12.86,16.13,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.25,4.0,12.95,15.95,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.25,4.0,13.0,15.59,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.25,4.0,12.86,16.17,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.25,4.0,12.92,16.14,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.25,4.0,16.99,19.65,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.25,4.0,16.69,19.76,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.25,4.0,16.56,20.37,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.25,4.0,16.62,19.9,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.25,4.0,14.33,15.41,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.25,4.0,14.61,15.56,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.25,4.0,14.61,15.07,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.25,4.0,14.65,15.38,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.25,5.0,28.69,29.53,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.25,5.0,28.58,29.77,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.25,5.0,28.15,30.0,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.25,5.0,28.61,30.2,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.25,5.0,33.13,32.25,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.25,5.0,32.31,32.0,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.25,5.0,31.53,37.19,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.25,5.0,32.46,35.62,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.25,5.0,29.71,28.02,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.25,5.0,29.09,29.43,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.25,5.0,28.31,34.15,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.25,5.0,29.39,33.47,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.25,5.0,25.7,26.53,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.25,5.0,25.17,26.08,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.25,5.0,24.6,29.31,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.25,5.0,25.49,28.14,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.25,5.0,39.89,37.54,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.25,5.0,39.83,36.66,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.25,5.0,39.01,45.28,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.25,5.0,38.65,43.73,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.25,5.0,35.69,36.93,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.25,5.0,36.64,37.01,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.25,5.0,36.06,35.73,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.25,5.0,36.7,36.15,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.25,5.0,12.12,14.48,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.25,5.0,11.67,14.58,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.25,5.0,11.64,14.81,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.25,5.0,12.02,14.03,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.25,5.0,12.27,15.27,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.25,5.0,12.19,14.71,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.25,5.0,12.25,15.23,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.25,5.0,12.27,14.97,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.25,5.0,12.47,15.14,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.25,5.0,12.12,14.97,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.25,5.0,12.18,15.22,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.25,5.0,12.47,14.6,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.25,5.0,12.93,15.83,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.25,5.0,12.82,16.03,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.25,5.0,12.78,15.8,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.25,5.0,13.02,16.06,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.25,5.0,16.73,20.13,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.25,5.0,16.86,20.01,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.25,5.0,16.76,20.19,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.25,5.0,16.92,20.29,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.25,5.0,13.68,15.19,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.25,5.0,13.99,14.61,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.25,5.0,14.16,14.61,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.25,5.0,13.86,14.75,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.4,1.0,32.26,33.37,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.4,1.0,32.26,33.34,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.4,1.0,32.49,32.83,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.4,1.0,32.53,33.04,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.4,1.0,36.47,39.28,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.4,1.0,37.24,36.38,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.4,1.0,36.66,35.92,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.4,1.0,35.96,40.99,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.4,1.0,31.89,35.99,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.4,1.0,32.39,30.66,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.4,1.0,32.09,31.7,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.4,1.0,31.29,36.73,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.4,1.0,29.22,31.71,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.4,1.0,29.91,29.13,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.4,1.0,29.53,28.99,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.4,1.0,28.65,33.54,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.4,1.0,41.4,45.29,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.4,1.0,42.62,39.07,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.4,1.0,42.5,38.35,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.4,1.0,41.67,46.94,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.4,1.0,40.78,39.55,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.4,1.0,39.97,40.85,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.4,1.0,40.71,40.63,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.4,1.0,40.43,39.48,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.4,1.0,14.52,16.94,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.4,1.0,14.61,17.25,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.4,1.0,14.5,17.03,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.4,1.0,14.55,17.25,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.4,1.0,14.51,17.1,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.4,1.0,14.6,17.51,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.4,1.0,14.5,17.12,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.4,1.0,14.58,17.47,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.4,1.0,14.51,16.5,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.4,1.0,14.7,17.0,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.4,1.0,14.42,16.87,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.4,1.0,14.42,17.2,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.4,1.0,15.23,18.14,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.4,1.0,15.23,18.03,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.4,1.0,15.23,18.14,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.4,1.0,15.23,17.95,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.4,1.0,19.52,22.72,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.4,1.0,19.36,22.73,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.4,1.0,19.48,22.72,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.4,1.0,19.42,22.53,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.4,1.0,15.09,17.2,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.4,1.0,17.17,17.21,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.4,1.0,17.14,17.15,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.4,1.0,17.14,17.2,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.4,2.0,32.82,32.96,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.4,2.0,32.71,33.13,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.4,2.0,32.24,33.94,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.4,2.0,32.72,33.78,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.4,2.0,35.84,38.35,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.4,2.0,36.57,35.39,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.4,2.0,36.06,34.94,37.06
0.9,563.5,318.5,122.5,7.0,5.0,0.4,2.0,35.69,40.66,37.06
0.86,588.0,294.0,147.0,7.0,2.0,0.4,2.0,32.48,35.48,44.47
0.86,588.0,294.0,147.0,7.0,3.0,0.4,2.0,32.74,30.53,44.47
0.86,588.0,294.0,147.0,7.0,4.0,0.4,2.0,32.13,32.28,44.47
0.86,588.0,294.0,147.0,7.0,5.0,0.4,2.0,31.64,36.86,44.47
0.82,612.5,318.5,147.0,7.0,2.0,0.4,2.0,28.95,30.34,44.47
0.82,612.5,318.5,147.0,7.0,3.0,0.4,2.0,29.49,27.93,44.47
0.82,612.5,318.5,147.0,7.0,4.0,0.4,2.0,28.64,28.95,44.47
0.82,612.5,318.5,147.0,7.0,5.0,0.4,2.0,28.01,32.92,44.47
0.79,637.0,343.0,147.0,7.0,2.0,0.4,2.0,41.64,45.59,44.47
0.79,637.0,343.0,147.0,7.0,3.0,0.4,2.0,43.1,39.41,44.47
0.79,637.0,343.0,147.0,7.0,4.0,0.4,2.0,42.74,38.84,44.47
0.79,637.0,343.0,147.0,7.0,5.0,0.4,2.0,41.92,48.03,44.47
0.76,661.5,416.5,122.5,7.0,2.0,0.4,2.0,40.78,39.48,37.06
0.76,661.5,416.5,122.5,7.0,3.0,0.4,2.0,40.15,40.4,37.06
0.76,661.5,416.5,122.5,7.0,4.0,0.4,2.0,40.57,40.47,37.06
0.76,661.5,416.5,122.5,7.0,5.0,0.4,2.0,40.42,39.7,37.06
0.74,686.0,245.0,220.5,3.5,2.0,0.4,2.0,14.54,16.43,66.7
0.74,686.0,245.0,220.5,3.5,3.0,0.4,2.0,14.45,16.93,66.7
0.74,686.0,245.0,220.5,3.5,4.0,0.4,2.0,14.18,16.99,66.7
0.74,686.0,245.0,220.5,3.5,5.0,0.4,2.0,14.5,17.03,66.7
0.71,710.5,269.5,220.5,3.5,2.0,0.4,2.0,14.7,16.77,66.7
0.71,710.5,269.5,220.5,3.5,3.0,0.4,2.0,14.66,17.37,66.7
0.71,710.5,269.5,220.5,3.5,4.0,0.4,2.0,14.4,17.27,66.7
0.71,710.5,269.5,220.5,3.5,5.0,0.4,2.0,14.71,17.51,66.7
0.69,735.0,294.0,220.5,3.5,2.0,0.4,2.0,14.75,16.44,66.7
0.69,735.0,294.0,220.5,3.5,3.0,0.4,2.0,14.71,17.01,66.7
0.69,735.0,294.0,220.5,3.5,4.0,0.4,2.0,14.33,17.23,66.7
0.69,735.0,294.0,220.5,3.5,5.0,0.4,2.0,14.62,17.22,66.7
0.66,759.5,318.5,220.5,3.5,2.0,0.4,2.0,15.34,17.85,66.7
0.66,759.5,318.5,220.5,3.5,3.0,0.4,2.0,15.29,17.89,66.7
0.66,759.5,318.5,220.5,3.5,4.0,0.4,2.0,15.09,18.36,66.7
0.66,759.5,318.5,220.5,3.5,5.0,0.4,2.0,15.3,18.15,66.7
0.64,784.0,343.0,220.5,3.5,2.0,0.4,2.0,19.2,21.72,66.7
0.64,784.0,343.0,220.5,3.5,3.0,0.4,2.0,18.88,22.07,66.7
0.64,784.0,343.0,220.5,3.5,4.0,0.4,2.0,18.9,22.09,66.7
0.64,784.0,343.0,220.5,3.5,5.0,0.4,2.0,19.12,21.93,66.7
0.62,808.5,367.5,220.5,3.5,2.0,0.4,2.0,16.76,17.36,66.7
0.62,808.5,367.5,220.5,3.5,3.0,0.4,2.0,17.23,17.38,66.7
0.62,808.5,367.5,220.5,3.5,4.0,0.4,2.0,17.26,16.86,66.7
0.62,808.5,367.5,220.5,3.5,5.0,0.4,2.0,17.15,16.99,66.7
0.98,514.5,294.0,110.25,7.0,2.0,0.4,3.0,32.82,32.78,33.35
0.98,514.5,294.0,110.25,7.0,3.0,0.4,3.0,32.69,33.24,33.35
0.98,514.5,294.0,110.25,7.0,4.0,0.4,3.0,32.23,33.86,33.35
0.98,514.5,294.0,110.25,7.0,5.0,0.4,3.0,32.75,34.0,33.35
0.9,563.5,318.5,122.5,7.0,2.0,0.4,3.0,34.24,37.26,37.06
0.9,563.5,318.5,122.5,7.0,3.0,0.4,3.0,34.95,35.04,37.06
0.9,563.5,318.5,122.5,7.0,4.0,0.4,3.0,35.05,33.82,37.06
